url,slug,title,content_type,source_sitemap,lastmod
https://ionutojica.ro/afla-pentru-ce-platesti-pe-activecampaign/,afla-pentru-ce-platesti-pe-activecampaign,,post,https://ionutojica.ro/post-sitemap1.xml,2022-05-25T19:21:58+02:00
https://ionutojica.ro/open-source-folosit-de-milioane-de-oameni/,open-source-folosit-de-milioane-de-oameni,,post,https://ionutojica.ro/post-sitemap1.xml,2022-05-16T18:05:09+02:00
https://ionutojica.ro/folosesc-keepass-nu-a-spart-nimeni-contul-de-email/,folosesc-keepass-nu-a-spart-nimeni-contul-de-email,,post,https://ionutojica.ro/post-sitemap1.xml,2022-05-16T17:02:10+02:00
https://ionutojica.ro/primul-articol-entuziasm-maxim/,primul-articol-entuziasm-maxim,,post,https://ionutojica.ro/post-sitemap1.xml,2022-05-12T18:44:02+02:00
https://ionutojica.ro/test/,test,,page,https://ionutojica.ro/page-sitemap1.xml,2025-10-15T19:38:25+02:00
https://ionutojica.ro/4987-2/,4987-2,,page,https://ionutojica.ro/page-sitemap1.xml,2025-09-19T19:45:35+02:00
https://ionutojica.ro/email-marketing-mautic-migrare/,email-marketing-mautic-migrare,,page,https://ionutojica.ro/page-sitemap1.xml,2025-08-20T18:22:47+02:00
https://ionutojica.ro/twentytwentyfive-child/,twentytwentyfive-child,,page,https://ionutojica.ro/page-sitemap1.xml,2025-07-26T13:23:43+02:00
https://ionutojica.ro/platforma-ta-de-cursuri-online/,platforma-ta-de-cursuri-online,,page,https://ionutojica.ro/page-sitemap1.xml,2025-05-31T07:23:03+02:00
https://ionutojica.ro/termeni-si-conditii/,termeni-si-conditii,,page,https://ionutojica.ro/page-sitemap1.xml,2025-02-16T18:36:38+01:00
https://ionutojica.ro/impressum/,impressum,,page,https://ionutojica.ro/page-sitemap1.xml,2025-02-16T18:27:56+01:00
https://ionutojica.ro/home/contact/,home-contact,,page,https://ionutojica.ro/page-sitemap1.xml,2025-02-16T18:25:47+01:00
https://ionutojica.ro/culori/,culori,,page,https://ionutojica.ro/page-sitemap1.xml,2025-02-16T18:24:06+01:00
https://ionutojica.ro/blog/,blog,,page,https://ionutojica.ro/page-sitemap1.xml,2025-02-16T18:09:59+01:00
https://ionutojica.ro/politica-de-confidentialitate/,politica-de-confidentialitate,,page,https://ionutojica.ro/page-sitemap1.xml,2024-01-07T19:32:31+01:00
